2025-02-10 00:45:00,180 DEBUG:Days list: ['Monday', 'Tuesday', 'Wednesday', 'Thursday', 'Friday']
2025-02-10 00:45:00,207 DEBUG:=== 試行回数 1 ===
2025-02-10 00:45:00,485 DEBUG:[DEBUG] Unassigned 国語IA from Monday, p=2
2025-02-10 00:45:00,486 DEBUG:[SWAP] Failed to fill Friday p=2, revert unassign 国語IA
2025-02-10 00:45:00,486 DEBUG:[DEBUG] Unassigned 材料学II from Monday, p=2
2025-02-10 00:45:00,486 DEBUG:[SWAP] Failed to fill Friday p=2, revert unassign 材料学II
2025-02-10 00:45:00,486 DEBUG:[DEBUG] Unassigned プログラミング応用 from Monday, p=2
2025-02-10 00:45:00,486 DEBUG:[SWAP] Failed to fill Friday p=2, revert unassign プログラミング応用
2025-02-10 00:45:00,486 DEBUG:[DEBUG] Unassigned 機械力学II from Monday, p=2
2025-02-10 00:45:00,486 DEBUG:[SWAP] Failed to fill Friday p=2, revert unassign 機械力学II
2025-02-10 00:45:00,486 DEBUG:[DEBUG] Unassigned 建築施工法△ from Monday, p=2
2025-02-10 00:45:00,486 DEBUG:[SWAP] Failed to fill Friday p=2, revert unassign 建築施工法△
2025-02-10 00:45:00,486 DEBUG:[DEBUG] Unassigned 数学IIA from Monday, p=2
2025-02-10 00:45:00,487 DEBUG:[SWAP] Failed to fill Friday p=2, revert unassign 数学IIA
2025-02-10 00:45:00,487 DEBUG:[DEBUG] Unassigned 工業英語II from Tuesday, p=0
2025-02-10 00:45:00,487 DEBUG:[SWAP] Failed to fill Friday p=2, revert unassign 工業英語II
2025-02-10 00:45:00,487 DEBUG:[DEBUG] Unassigned 数学IIB from Tuesday, p=0
2025-02-10 00:45:00,487 DEBUG:[SWAP] Failed to fill Friday p=2, revert unassign 数学IIB
2025-02-10 00:45:00,487 DEBUG:[DEBUG] Unassigned 工学デザイン基礎II from Tuesday, p=1
2025-02-10 00:45:00,487 DEBUG:[SWAP] Failed to fill Friday p=2, revert unassign 工学デザイン基礎II
2025-02-10 00:45:00,487 DEBUG:[DEBUG] Unassigned コンピュータ制御 from Tuesday, p=1
2025-02-10 00:45:00,487 DEBUG:[SWAP] Failed to fill Friday p=2, revert unassign コンピュータ制御
2025-02-10 00:45:00,487 DEBUG:[DEBUG] Unassigned 基礎英語W from Tuesday, p=1
2025-02-10 00:45:00,487 DEBUG:[SWAP] Failed to fill Friday p=2, revert unassign 基礎英語W
2025-02-10 00:45:00,488 DEBUG:[DEBUG] Unassigned ディジタル回路 from Tuesday, p=1
2025-02-10 00:45:00,488 DEBUG:[SWAP] Failed to fill Friday p=2, revert unassign ディジタル回路
2025-02-10 00:45:00,488 DEBUG:[DEBUG] Unassigned 総合英語演習II from Tuesday, p=1
2025-02-10 00:45:00,488 DEBUG:[SWAP] Failed to fill Friday p=2, revert unassign 総合英語演習II
2025-02-10 00:45:00,488 DEBUG:[DEBUG] Unassigned 集積回路設計I△ from Tuesday, p=1
2025-02-10 00:45:00,488 DEBUG:[SWAP] Assigned 集積回路設計I△ to fill empty Friday p=2, grade=IE5
2025-02-10 00:45:00,489 DEBUG:[DEBUG] Found empty slot -> Tuesday p=2, grade=CA3
2025-02-10 00:45:00,489 DEBUG:[fill_len2_cat3] Re-check assigned 建築計画I -> Tuesday, p=2
2025-02-10 00:45:00,491 DEBUG:[fill_length2_courses_for_cat3] Done filling period=0..2 (1～3コマ).
2025-02-10 00:45:00,504 DEBUG:未割り当てコースが存在します。試行回数: 2
2025-02-10 00:45:00,504 DEBUG:未割り当て: {'HR_ME1', 'HR_CA1'}
2025-02-10 00:45:00,504 DEBUG:=== 試行回数 3 ===
2025-02-10 00:45:00,522 DEBUG:[fill_len2_cat3] Assigned 数学IIB -> Monday, p=0
2025-02-10 00:45:00,522 DEBUG:[fill_len2_cat3] Assigned 基礎設計図II -> Monday, p=0
2025-02-10 00:45:00,522 DEBUG:[fill_len2_cat3] Assigned 国語総合II -> Monday, p=0
2025-02-10 00:45:00,523 DEBUG:[fill_len2_cat3] Assigned 物理I -> Monday, p=0
2025-02-10 00:45:00,524 DEBUG:[fill_len2_cat3] Assigned 国語総合II -> Tuesday, p=0
2025-02-10 00:45:00,524 DEBUG:[fill_len2_cat3] Assigned 総合英語演習II -> Tuesday, p=0
2025-02-10 00:45:00,524 DEBUG:[fill_len2_cat3] Assigned 工学実験II -> Tuesday, p=0
2025-02-10 00:45:00,524 DEBUG:[fill_len2_cat3] Assigned 化学I -> Tuesday, p=0
2025-02-10 00:45:00,525 DEBUG:[fill_len2_cat3] Assigned コンピュータ工学 -> Tuesday, p=0
2025-02-10 00:45:00,525 DEBUG:[fill_len2_cat3] Assigned 微分積分学I -> Tuesday, p=0
2025-02-10 00:45:00,525 DEBUG:[fill_len2_cat3] Assigned 工学実験II -> Tuesday, p=0
2025-02-10 00:45:00,526 DEBUG:[fill_len2_cat3] Assigned 建築施工法△ -> Tuesday, p=0
2025-02-10 00:45:00,526 DEBUG:[fill_len2_cat3] Assigned 工業力学 -> Tuesday, p=0
2025-02-10 00:45:00,527 DEBUG:[fill_len2_cat3] Assigned 工業英語II -> Tuesday, p=0
2025-02-10 00:45:00,528 DEBUG:[fill_len2_cat3] Assigned 英会話 -> Wednesday, p=0
2025-02-10 00:45:00,528 DEBUG:[fill_len2_cat3] Assigned 物理II -> Wednesday, p=0
2025-02-10 00:45:00,528 DEBUG:[fill_len2_cat3] Assigned 基礎設計製図I -> Wednesday, p=0
2025-02-10 00:45:00,528 DEBUG:[fill_len2_cat3] Assigned 総合英語演習II -> Wednesday, p=0
2025-02-10 00:45:00,529 DEBUG:[fill_len2_cat3] Assigned 化学基礎 -> Wednesday, p=0
2025-02-10 00:45:00,529 DEBUG:[fill_len2_cat3] Assigned 国語総合II -> Wednesday, p=0
2025-02-10 00:45:00,530 DEBUG:[fill_len2_cat3] Assigned ネットワークアーキテクチャ -> Wednesday, p=0
2025-02-10 00:45:00,530 DEBUG:[fill_len2_cat3] Assigned 創造製作II -> Wednesday, p=0
2025-02-10 00:45:00,530 DEBUG:[fill_len2_cat3] Assigned 工学デザインI -> Wednesday, p=0
2025-02-10 00:45:00,531 DEBUG:[fill_len2_cat3] Assigned 基礎コンピュータ工学 -> Wednesday, p=0
2025-02-10 00:45:00,532 DEBUG:[fill_len2_cat3] Assigned 電磁気学 -> Wednesday, p=0
2025-02-10 00:45:00,532 DEBUG:[fill_len2_cat3] Assigned 熱機関 -> Wednesday, p=0
2025-02-10 00:45:00,533 DEBUG:[fill_len2_cat3] Assigned 歴史 -> Wednesday, p=0
2025-02-10 00:45:00,534 DEBUG:[fill_len2_cat3] Assigned 哲学 -> Wednesday, p=0
2025-02-10 00:45:00,534 DEBUG:[fill_len2_cat3] Assigned 数学IIB -> Wednesday, p=0
2025-02-10 00:45:00,536 DEBUG:[fill_len2_cat3] Assigned ディジタル回路 -> Thursday, p=0
2025-02-10 00:45:00,536 DEBUG:[fill_len2_cat3] Assigned コンピュータ基礎 -> Thursday, p=0
2025-02-10 00:45:00,536 DEBUG:[fill_len2_cat3] Assigned 化学基礎 -> Thursday, p=0
2025-02-10 00:45:00,537 DEBUG:[fill_len2_cat3] Assigned 化学I -> Thursday, p=0
2025-02-10 00:45:00,537 DEBUG:[fill_len2_cat3] Assigned 建築デザイン概論 -> Thursday, p=0
2025-02-10 00:45:00,537 DEBUG:[fill_len2_cat3] Assigned 国語総合II -> Thursday, p=0
2025-02-10 00:45:00,538 DEBUG:[fill_len2_cat3] Assigned 構造力学 -> Thursday, p=0
2025-02-10 00:45:00,538 DEBUG:[fill_len2_cat3] Assigned 電子回路II -> Thursday, p=0
2025-02-10 00:45:00,539 DEBUG:[fill_len2_cat3] Assigned フーリエ・ラプラス変換 -> Thursday, p=0
2025-02-10 00:45:00,539 DEBUG:[fill_len2_cat3] Assigned 地盤工学基礎 -> Thursday, p=0
2025-02-10 00:45:00,539 DEBUG:[fill_len2_cat3] Assigned 倫理 -> Thursday, p=0
2025-02-10 00:45:00,540 DEBUG:[fill_len2_cat3] Assigned アナログ回路 -> Friday, p=0
2025-02-10 00:45:00,541 DEBUG:[fill_len2_cat3] Assigned 水理学，建築計画△ -> Friday, p=0
2025-02-10 00:45:00,541 DEBUG:[fill_len2_cat3] Assigned 力と変形 -> Friday, p=0
2025-02-10 00:45:00,541 DEBUG:[fill_len2_cat3] Assigned 基礎プログラミングI -> Friday, p=0
2025-02-10 00:45:00,542 DEBUG:[fill_len2_cat3] Assigned ベクトル解析 -> Friday, p=0
2025-02-10 00:45:00,542 DEBUG:[fill_len2_cat3] Assigned 数学ⅢA -> Friday, p=0
2025-02-10 00:45:00,542 DEBUG:[fill_len2_cat3] Assigned 国語総合II -> Friday, p=0
2025-02-10 00:45:00,543 DEBUG:[fill_len2_cat3] Assigned ベクトル解析 -> Friday, p=0
2025-02-10 00:45:00,543 DEBUG:[fill_len2_cat3] Assigned 数学IIB -> Friday, p=0
2025-02-10 00:45:00,544 DEBUG:[fill_len2_cat3] Assigned 数学ⅢA -> Friday, p=0
2025-02-10 00:45:00,544 DEBUG:[fill_len2_cat3] Assigned 数学IIA -> Friday, p=0
2025-02-10 00:45:00,546 DEBUG:[fill_len2_cat3] Assigned 工学デザイン基礎II -> Monday, p=1
2025-02-10 00:45:00,546 DEBUG:[fill_len2_cat3] Assigned 基礎英語W -> Monday, p=1
2025-02-10 00:45:00,546 DEBUG:[fill_len2_cat3] Assigned 化学基礎 -> Monday, p=1
2025-02-10 00:45:00,547 DEBUG:[fill_len2_cat3] Assigned 総合英語演習II -> Monday, p=1
2025-02-10 00:45:00,547 DEBUG:[fill_len2_cat3] Assigned ディジタル信号処理 -> Monday, p=1
2025-02-10 00:45:00,547 DEBUG:[fill_len2_cat3] Assigned 情報処理 -> Monday, p=1
2025-02-10 00:45:00,548 DEBUG:[fill_len2_cat3] Assigned プログラミング応用 -> Monday, p=1
2025-02-10 00:45:00,548 DEBUG:[fill_len2_cat3] Assigned 倫理 -> Monday, p=1
2025-02-10 00:45:00,550 DEBUG:[fill_len2_cat3] Assigned コンピュータ制御 -> Tuesday, p=1
2025-02-10 00:45:00,550 DEBUG:[fill_len2_cat3] Assigned 基礎英語W -> Tuesday, p=1
2025-02-10 00:45:00,550 DEBUG:[fill_len2_cat3] Assigned 数学ⅢA -> Tuesday, p=1
2025-02-10 00:45:00,550 DEBUG:[fill_len2_cat3] Assigned 言語処理△ -> Tuesday, p=1
2025-02-10 00:45:00,551 DEBUG:[fill_len2_cat3] Assigned 国語IB -> Tuesday, p=1
2025-02-10 00:45:00,551 DEBUG:[fill_len2_cat3] Assigned 数学IB -> Tuesday, p=1
2025-02-10 00:45:00,551 DEBUG:[fill_len2_cat3] Assigned 材料力学II -> Tuesday, p=1
2025-02-10 00:45:00,552 DEBUG:[fill_len2_cat3] Assigned 道路工学I△ -> Tuesday, p=1
2025-02-10 00:45:00,552 DEBUG:[fill_len2_cat3] Assigned 機能材料△ -> Tuesday, p=1
2025-02-10 00:45:00,553 DEBUG:[fill_len2_cat3] Assigned 線形代数 -> Tuesday, p=1
2025-02-10 00:45:00,554 DEBUG:[fill_len2_cat3] Assigned 英会話 -> Tuesday, p=1
2025-02-10 00:45:00,555 DEBUG:[fill_len2_cat3] Assigned 英会話 -> Wednesday, p=1
2025-02-10 00:45:00,555 DEBUG:[fill_len2_cat3] Assigned 工学デザイン基礎Ⅲ -> Wednesday, p=1
2025-02-10 00:45:00,555 DEBUG:[fill_len2_cat3] Assigned 総合英語IR -> Wednesday, p=1
2025-02-10 00:45:00,556 DEBUG:[fill_len2_cat3] Assigned 情報数学 -> Wednesday, p=1
2025-02-10 00:45:00,556 DEBUG:[fill_len2_cat3] Assigned 画像工学△ -> Wednesday, p=1
2025-02-10 00:45:00,556 DEBUG:[fill_len2_cat3] Assigned 設計製図Ⅲ -> Wednesday, p=1
2025-02-10 00:45:00,557 DEBUG:[fill_len2_cat3] Assigned 鋼構造学II△ -> Wednesday, p=1
2025-02-10 00:45:00,557 DEBUG:[fill_len2_cat3] Assigned 数学IB -> Wednesday, p=1
2025-02-10 00:45:00,558 DEBUG:[fill_len2_cat3] Assigned 歴史 -> Wednesday, p=1
2025-02-10 00:45:00,558 DEBUG:[fill_len2_cat3] Assigned 鉄筋コンクリート工学 -> Wednesday, p=1
2025-02-10 00:45:00,559 DEBUG:[fill_len2_cat3] Assigned 電磁気学 -> Wednesday, p=1
2025-02-10 00:45:00,559 DEBUG:[fill_len2_cat3] Assigned アクチュエータ -> Wednesday, p=1
2025-02-10 00:45:00,560 DEBUG:[fill_len2_cat3] Assigned 情報理論 -> Wednesday, p=1
2025-02-10 00:45:00,562 DEBUG:[fill_len2_cat3] Assigned 基礎英語W -> Thursday, p=1
2025-02-10 00:45:00,562 DEBUG:[fill_len2_cat3] Assigned 哲学 -> Thursday, p=1
2025-02-10 00:45:00,562 DEBUG:[fill_len2_cat3] Assigned 工作実習I -> Thursday, p=1
2025-02-10 00:45:00,562 DEBUG:[fill_len2_cat3] Assigned コンピュータグラフィックス△ -> Thursday, p=1
2025-02-10 00:45:00,563 DEBUG:[fill_len2_cat3] Assigned 情報処理 -> Thursday, p=1
2025-02-10 00:45:00,563 DEBUG:[fill_len2_cat3] Assigned 工学デザインII -> Thursday, p=1
2025-02-10 00:45:00,563 DEBUG:[fill_len2_cat3] Assigned 数学IB -> Thursday, p=1
2025-02-10 00:45:00,564 DEBUG:[fill_len2_cat3] Assigned 材料学I -> Thursday, p=1
2025-02-10 00:45:00,564 DEBUG:[fill_len2_cat3] Assigned 機械力学II -> Thursday, p=1
2025-02-10 00:45:00,565 DEBUG:[fill_len2_cat3] Assigned コンピュータシステム概論 -> Friday, p=1
2025-02-10 00:45:00,565 DEBUG:[fill_len2_cat3] Assigned 集積回路設計I△ -> Friday, p=1
2025-02-10 00:45:00,565 DEBUG:[fill_len2_cat3] Assigned 設計製図I -> Friday, p=1
2025-02-10 00:45:00,566 DEBUG:[fill_len2_cat3] Assigned 数学IA -> Friday, p=1
2025-02-10 00:45:00,566 DEBUG:[fill_len2_cat3] Assigned プレストレストコンクリート工学△ -> Friday, p=1
2025-02-10 00:45:00,566 DEBUG:[fill_len2_cat3] Assigned 数学IB -> Friday, p=1
2025-02-10 00:45:00,567 DEBUG:[fill_len2_cat3] Assigned 国語IA -> Friday, p=1
2025-02-10 00:45:00,567 DEBUG:[fill_len2_cat3] Assigned 関数論 -> Friday, p=1
2025-02-10 00:45:00,567 DEBUG:[fill_len2_cat3] Assigned 数学IIA -> Friday, p=1
2025-02-10 00:45:00,568 DEBUG:[fill_len2_cat3] Assigned ディジタル回路応用 -> Friday, p=1
2025-02-10 00:45:00,568 DEBUG:[fill_len2_cat3] Assigned 環境衛生工学△ -> Friday, p=1
2025-02-10 00:45:00,569 DEBUG:[fill_len2_cat3] Assigned 弾塑性論 -> Friday, p=1
2025-02-10 00:45:00,570 DEBUG:[fill_len2_cat3] Assigned 構造力学基礎 -> Friday, p=1
2025-02-10 00:45:00,571 DEBUG:[fill_len2_cat3] Assigned 物理I -> Friday, p=1
2025-02-10 00:45:00,573 DEBUG:[fill_len2_cat3] Assigned 総合英語IR -> Monday, p=2
2025-02-10 00:45:00,573 DEBUG:[fill_len2_cat3] Assigned 計測工学 -> Monday, p=2
2025-02-10 00:45:00,573 DEBUG:[fill_len2_cat3] Assigned 機械の基礎 -> Monday, p=2
2025-02-10 00:45:00,574 DEBUG:[fill_len2_cat3] Assigned ライフサイエンス・アースサイエンス -> Monday, p=2
2025-02-10 00:45:00,574 DEBUG:[fill_len2_cat3] Assigned 数学IA -> Monday, p=2
2025-02-10 00:45:00,574 DEBUG:[fill_len2_cat3] Assigned 数学IIA -> Monday, p=2
2025-02-10 00:45:00,575 DEBUG:[fill_len2_cat3] Assigned 計算力学 -> Monday, p=2
2025-02-10 00:45:00,576 DEBUG:[fill_len2_cat3] Assigned 物理II -> Monday, p=2
2025-02-10 00:45:00,576 DEBUG:[fill_len2_cat3] Assigned 微分積分学I -> Monday, p=2
2025-02-10 00:45:00,577 DEBUG:[fill_len2_cat3] Assigned 機械設計論I -> Monday, p=2
2025-02-10 00:45:00,578 DEBUG:[fill_len2_cat3] Assigned 倫理 -> Monday, p=2
2025-02-10 00:45:00,579 DEBUG:[fill_len2_cat3] Assigned 英会話 -> Tuesday, p=2
2025-02-10 00:45:00,579 DEBUG:[fill_len2_cat3] Assigned 確率 -> Tuesday, p=2
2025-02-10 00:45:00,580 DEBUG:[fill_len2_cat3] Assigned ライフサイエンス・アースサイエンス -> Tuesday, p=2
2025-02-10 00:45:00,580 DEBUG:[fill_len2_cat3] Assigned 機構学 -> Tuesday, p=2
2025-02-10 00:45:00,580 DEBUG:[fill_len2_cat3] Assigned 国語IA -> Tuesday, p=2
2025-02-10 00:45:00,581 DEBUG:[fill_len2_cat3] Assigned 基礎英語R -> Tuesday, p=2
2025-02-10 00:45:00,581 DEBUG:[fill_len2_cat3] Assigned 物理I -> Tuesday, p=2
2025-02-10 00:45:00,581 DEBUG:[fill_len2_cat3] Assigned 建築環境工学△ -> Tuesday, p=2
2025-02-10 00:45:00,582 DEBUG:[fill_len2_cat3] Assigned 日本建築史△ -> Tuesday, p=2
2025-02-10 00:45:00,582 DEBUG:[fill_len2_cat3] Assigned ソフトウェア工学 -> Tuesday, p=2
2025-02-10 00:45:00,583 DEBUG:[fill_len2_cat3] Assigned 総合英語演習I -> Tuesday, p=2
2025-02-10 00:45:00,584 DEBUG:[fill_len2_cat3] Assigned 計測工学 -> Tuesday, p=2
2025-02-10 00:45:00,585 DEBUG:[fill_len2_cat3] Assigned 総合英語IR -> Wednesday, p=2
2025-02-10 00:45:00,585 DEBUG:[fill_len2_cat3] Assigned オペレーティングシステムII -> Wednesday, p=2
2025-02-10 00:45:00,585 DEBUG:[fill_len2_cat3] Assigned CAD基礎 -> Wednesday, p=2
2025-02-10 00:45:00,586 DEBUG:[fill_len2_cat3] Assigned 電気回路II -> Wednesday, p=2
2025-02-10 00:45:00,586 DEBUG:[fill_len2_cat3] Assigned 測量学I -> Wednesday, p=2
2025-02-10 00:45:00,587 DEBUG:[fill_len2_cat3] Assigned 河海工学II△ -> Wednesday, p=2
2025-02-10 00:45:00,587 DEBUG:[fill_len2_cat3] Assigned 基礎英語R -> Wednesday, p=2
2025-02-10 00:45:00,588 DEBUG:[fill_len2_cat3] Assigned 地盤工学 -> Wednesday, p=2
2025-02-10 00:45:00,588 DEBUG:[fill_len2_cat3] Assigned プログラミング応用 -> Wednesday, p=2
2025-02-10 00:45:00,589 DEBUG:[fill_len2_cat3] Assigned 制御工学II -> Wednesday, p=2
2025-02-10 00:45:00,590 DEBUG:[fill_len2_cat3] Assigned 数学IIA -> Wednesday, p=2
2025-02-10 00:45:00,591 DEBUG:[fill_len2_cat3] Assigned アルゴリズムとデータ構造 -> Thursday, p=2
2025-02-10 00:45:00,591 DEBUG:[fill_len2_cat3] Assigned 基礎電気電子回路 -> Thursday, p=2
2025-02-10 00:45:00,592 DEBUG:[fill_len2_cat3] Assigned 国語IB -> Thursday, p=2
2025-02-10 00:45:00,592 DEBUG:[fill_len2_cat3] Assigned 建築構造設計 -> Thursday, p=2
2025-02-10 00:45:00,592 DEBUG:[fill_len2_cat3] Assigned 熱力学 -> Thursday, p=2
2025-02-10 00:45:00,593 DEBUG:[fill_len2_cat3] Assigned 数学IIA -> Thursday, p=2
2025-02-10 00:45:00,593 DEBUG:[fill_len2_cat3] Assigned プログラミング -> Thursday, p=2
2025-02-10 00:45:00,593 DEBUG:[fill_len2_cat3] Assigned 哲学 -> Thursday, p=2
2025-02-10 00:45:00,594 DEBUG:[fill_len2_cat3] Assigned 建築計画I -> Thursday, p=2
2025-02-10 00:45:00,594 DEBUG:[fill_len2_cat3] Assigned 数学IB -> Thursday, p=2
2025-02-10 00:45:00,595 DEBUG:[fill_len2_cat3] Assigned 工学セミナー△ -> Thursday, p=2
2025-02-10 00:45:00,595 DEBUG:[fill_len2_cat3] Assigned 歴史 -> Thursday, p=2
2025-02-10 00:45:00,596 DEBUG:[fill_len2_cat3] Assigned 流体力学△ -> Thursday, p=2
2025-02-10 00:45:00,597 DEBUG:[fill_len2_cat3] Assigned 数学IIA -> Friday, p=2
2025-02-10 00:45:00,597 DEBUG:[fill_len2_cat3] Assigned 数学IA -> Friday, p=2
2025-02-10 00:45:00,598 DEBUG:[fill_len2_cat3] Assigned 国語IA -> Friday, p=2
2025-02-10 00:45:00,598 DEBUG:[fill_len2_cat3] Assigned 材料学II -> Friday, p=2
2025-02-10 00:45:00,599 DEBUG:[fill_len2_cat3] Assigned 電子回路I -> Friday, p=2
2025-02-10 00:45:00,599 DEBUG:[fill_len2_cat3] Assigned 歴史 -> Friday, p=2
2025-02-10 00:45:00,599 DEBUG:[fill_len2_cat3] Assigned プログラミング言語 -> Friday, p=2
2025-02-10 00:45:00,600 DEBUG:[fill_len2_cat3] Assigned 都市計画 -> Friday, p=2
2025-02-10 00:45:00,600 DEBUG:[fill_len2_cat3] Assigned フーリエ変換 -> Friday, p=2
2025-02-10 00:45:00,601 DEBUG:[fill_len2_cat3] Assigned 物理II -> Friday, p=2
2025-02-10 00:45:00,602 DEBUG:[fill_len2_cat3] Assigned システムプログラミングII -> Friday, p=2
2025-02-10 00:45:00,602 DEBUG:[fill_len2_cat3] Assigned 国語総合II -> Friday, p=2
2025-02-10 00:45:00,604 DEBUG:[DEBUG] Found empty slot -> Thursday p=2, grade=IE5
2025-02-10 00:45:00,604 DEBUG:[DEBUG] No direct course for Thursday, p=2, grade=IE5 -> Trying swap
2025-02-10 00:45:00,604 DEBUG:[DEBUG] Unassigned 数学演習 from Monday, p=3
2025-02-10 00:45:00,604 DEBUG:[SWAP] Failed to fill Thursday p=2, revert unassign 数学演習
2025-02-10 00:45:00,604 DEBUG:[DEBUG] Unassigned 体育 from Monday, p=0
2025-02-10 00:45:00,604 DEBUG:[SWAP] Failed to fill Thursday p=2, revert unassign 体育
2025-02-10 00:45:00,604 DEBUG:[DEBUG] Unassigned 体育 from Monday, p=1
2025-02-10 00:45:00,604 DEBUG:[SWAP] Failed to fill Thursday p=2, revert unassign 体育
2025-02-10 00:45:00,604 DEBUG:[DEBUG] Unassigned 応用数物演習△ from Monday, p=0
2025-02-10 00:45:00,605 DEBUG:[SWAP] Failed to fill Thursday p=2, revert unassign 応用数物演習△
2025-02-10 00:45:00,605 DEBUG:[DEBUG] Unassigned ライフサイエンス・アースサイエンス from Monday, p=0
2025-02-10 00:45:00,605 DEBUG:[SWAP] Failed to fill Thursday p=2, revert unassign ライフサイエンス・アースサイエンス
2025-02-10 00:45:00,605 DEBUG:[DEBUG] Unassigned 応用解析学概論△ from Monday, p=1
2025-02-10 00:45:00,605 DEBUG:[SWAP] Failed to fill Thursday p=2, revert unassign 応用解析学概論△
2025-02-10 00:45:00,605 DEBUG:[DEBUG] Unassigned 創造演習 from Monday, p=2
2025-02-10 00:45:00,605 DEBUG:[SWAP] Failed to fill Thursday p=2, revert unassign 創造演習
2025-02-10 00:45:00,605 DEBUG:[DEBUG] Unassigned 数学ⅢB from Monday, p=0
2025-02-10 00:45:00,605 DEBUG:[SWAP] Failed to fill Thursday p=2, revert unassign 数学ⅢB
2025-02-10 00:45:00,605 DEBUG:[DEBUG] Unassigned 数学ⅢB from Monday, p=0
2025-02-10 00:45:00,606 DEBUG:[SWAP] Failed to fill Thursday p=2, revert unassign 数学ⅢB
2025-02-10 00:45:00,606 DEBUG:[DEBUG] Unassigned 数学ⅢB from Monday, p=2
2025-02-10 00:45:00,606 DEBUG:[SWAP] Failed to fill Thursday p=2, revert unassign 数学ⅢB
2025-02-10 00:45:00,606 DEBUG:[DEBUG] Unassigned データベース from Monday, p=2
2025-02-10 00:45:00,606 DEBUG:[SWAP] Failed to fill Thursday p=2, revert unassign データベース
2025-02-10 00:45:00,606 DEBUG:[DEBUG] Unassigned 創造演習 from Monday, p=3
2025-02-10 00:45:00,606 DEBUG:[SWAP] Failed to fill Thursday p=2, revert unassign 創造演習
2025-02-10 00:45:00,606 DEBUG:[DEBUG] Unassigned 測量学特論 from Monday, p=1
2025-02-10 00:45:00,606 DEBUG:[SWAP] Failed to fill Thursday p=2, revert unassign 測量学特論
2025-02-10 00:45:00,606 DEBUG:[DEBUG] Unassigned 創造製作 from Monday, p=2
2025-02-10 00:45:00,607 DEBUG:[SWAP] Failed to fill Thursday p=2, revert unassign 創造製作
2025-02-10 00:45:00,607 DEBUG:[DEBUG] Unassigned 創造製作 from Monday, p=3
2025-02-10 00:45:00,607 DEBUG:[SWAP] Failed to fill Thursday p=2, revert unassign 創造製作
2025-02-10 00:45:00,607 DEBUG:[DEBUG] Unassigned 数学IIB from Monday, p=0
2025-02-10 00:45:00,607 DEBUG:[SWAP] Failed to fill Thursday p=2, revert unassign 数学IIB
2025-02-10 00:45:00,607 DEBUG:[DEBUG] Unassigned 基礎設計図II from Monday, p=0
2025-02-10 00:45:00,607 DEBUG:[SWAP] Failed to fill Thursday p=2, revert unassign 基礎設計図II
2025-02-10 00:45:00,607 DEBUG:[DEBUG] Unassigned 国語総合II from Monday, p=0
2025-02-10 00:45:00,607 DEBUG:[SWAP] Failed to fill Thursday p=2, revert unassign 国語総合II
2025-02-10 00:45:00,607 DEBUG:[DEBUG] Unassigned 物理I from Monday, p=0
2025-02-10 00:45:00,608 DEBUG:[SWAP] Failed to fill Thursday p=2, revert unassign 物理I
2025-02-10 00:45:00,608 DEBUG:[DEBUG] Unassigned 工学デザイン基礎II from Monday, p=1
2025-02-10 00:45:00,608 DEBUG:[SWAP] Failed to fill Thursday p=2, revert unassign 工学デザイン基礎II
2025-02-10 00:45:00,608 DEBUG:[DEBUG] Unassigned 基礎英語W from Monday, p=1
2025-02-10 00:45:00,608 DEBUG:[SWAP] Failed to fill Thursday p=2, revert unassign 基礎英語W
2025-02-10 00:45:00,608 DEBUG:[DEBUG] Unassigned 化学基礎 from Monday, p=1
2025-02-10 00:45:00,608 DEBUG:[SWAP] Failed to fill Thursday p=2, revert unassign 化学基礎
2025-02-10 00:45:00,608 DEBUG:[DEBUG] Unassigned 総合英語演習II from Monday, p=1
2025-02-10 00:45:00,608 DEBUG:[SWAP] Failed to fill Thursday p=2, revert unassign 総合英語演習II
2025-02-10 00:45:00,608 DEBUG:[DEBUG] Unassigned ディジタル信号処理 from Monday, p=1
2025-02-10 00:45:00,609 DEBUG:[SWAP] Failed to fill Thursday p=2, revert unassign ディジタル信号処理
2025-02-10 00:45:00,609 DEBUG:[DEBUG] Unassigned 情報処理 from Monday, p=1
2025-02-10 00:45:00,609 DEBUG:[SWAP] Failed to fill Thursday p=2, revert unassign 情報処理
2025-02-10 00:45:00,609 DEBUG:[DEBUG] Unassigned プログラミング応用 from Monday, p=1
2025-02-10 00:45:00,609 DEBUG:[SWAP] Failed to fill Thursday p=2, revert unassign プログラミング応用
2025-02-10 00:45:00,609 DEBUG:[DEBUG] Unassigned 倫理 from Monday, p=1
2025-02-10 00:45:00,609 DEBUG:[SWAP] Failed to fill Thursday p=2, revert unassign 倫理
2025-02-10 00:45:00,609 DEBUG:[DEBUG] Unassigned 総合英語IR from Monday, p=2
2025-02-10 00:45:00,609 DEBUG:[SWAP] Failed to fill Thursday p=2, revert unassign 総合英語IR
2025-02-10 00:45:00,609 DEBUG:[DEBUG] Unassigned 計測工学 from Monday, p=2
2025-02-10 00:45:00,610 DEBUG:[SWAP] Failed to fill Thursday p=2, revert unassign 計測工学
2025-02-10 00:45:00,610 DEBUG:[DEBUG] Unassigned 機械の基礎 from Monday, p=2
2025-02-10 00:45:00,610 DEBUG:[SWAP] Failed to fill Thursday p=2, revert unassign 機械の基礎
